message_id,consult_order_id,sender_id,sender_role,recipient_provider_id,message_sent_timestamp,message_read_timestamp,channel,message_outcome
MSG-0000179,CONS-0000064,RN-00145,Unit Clerk,DOC-0019,2024-07-19 19:00:50,2024-07-19 19:16:55,Secure App Chat,Read & Acknowledged
MSG-0000180,CONS-0000064,RN-00145,Unit Clerk,DOC-0019,2024-07-19 19:19:50,2024-07-19 19:20:20,Legacy Pager,Read - No Response
MSG-0000181,CONS-0000065,RN-00168,Registered Nurse,DOC-0034,2024-07-20 21:35:36,,Vocera Badge Call,Unread
MSG-0000182,CONS-0000066,RN-00012,Registered Nurse,DOC-0031,2024-07-20 07:41:04,2024-07-20 07:43:28,Vocera Badge Call,Answered Live
MSG-0000183,CONS-0000066,RN-00012,Registered Nurse,DOC-0031,2024-07-20 08:41:04,2024-07-20 08:54:46,Legacy Pager,Answered Live
MSG-0000184,CONS-0000067,RN-00293,Registered Nurse,DOC-0075,2024-07-19 21:36:49,2024-07-19 21:54:47,Secure App Chat,Read & Acknowledged
MSG-0000185,CONS-0000068,RN-00076,Registered Nurse,DOC-0085,2024-07-20 10:39:35,2024-07-20 10:48:38,Secure App Chat,Read - No Response
MSG-0000186,CONS-0000068,RN-00076,Registered Nurse,DOC-0085,2024-07-20 11:33:35,2024-07-20 11:38:42,Secure App Chat,Read - No Response
MSG-0000187,CONS-0000068,RN-00076,Registered Nurse,DOC-0085,2024-07-20 12:15:35,2024-07-20 12:32:08,Secure App Chat,Read & Acknowledged
MSG-0000188,CONS-0000069,RN-00097,Registered Nurse,DOC-0028,2024-05-25 06:06:30,2024-05-25 06:09:32,Secure App Chat,Read & Acknowledged
MSG-0000189,CONS-0000070,RN-00094,Registered Nurse,DOC-0033,2024-05-26 23:07:30,2024-05-26 23:12:53,Secure App Chat,Read & Acknowledged
MSG-0000190,CONS-0000071,RN-00223,Registered Nurse,DOC-0040,2024-05-29 13:23:42,2024-05-29 13:24:12,Vocera Badge Call,Answered Live
MSG-0000191,CONS-0000072,RN-00025,Registered Nurse,DOC-0068,2024-05-31 00:33:08,2024-05-31 01:16:04,Legacy Pager,Read & Acknowledged
MSG-0000192,CONS-0000073,RN-00222,Registered Nurse,DOC-0005,2024-05-29 23:48:12,2024-05-29 23:51:06,Secure App Chat,Read & Acknowledged
MSG-0000193,CONS-0000073,RN-00222,Registered Nurse,DOC-0005,2024-05-30 00:33:12,2024-05-30 00:40:50,Secure App Chat,Read & Acknowledged
MSG-0000194,CONS-0000073,RN-00222,Registered Nurse,DOC-0005,2024-05-30 01:24:12,2024-05-30 01:28:13,Vocera Badge Call,Read & Acknowledged
MSG-0000195,CONS-0000074,RN-00046,Registered Nurse,DOC-0068,2024-05-31 11:50:33,,Legacy Pager,Unread
MSG-0000196,CONS-0000075,RN-00283,Registered Nurse,DOC-0009,2025-10-16 08:38:06,2025-10-16 09:53:33,Phone Call to Office,Answered Live
MSG-0000197,CONS-0000075,RN-00283,Registered Nurse,DOC-0009,2025-10-16 09:25:06,,Secure App Chat,Unread
MSG-0000198,CONS-0000075,RN-00283,Registered Nurse,DOC-0009,2025-10-16 10:15:06,2025-10-16 10:20:18,Legacy Pager,Read & Acknowledged
MSG-0000199,CONS-0000076,RN-00019,Registered Nurse,DOC-0071,2025-04-18 01:13:57,2025-04-18 01:14:27,Vocera Badge Call,Answered Live
MSG-0000200,CONS-0000076,RN-00019,Registered Nurse,DOC-0071,2025-04-18 01:52:57,2025-04-18 01:54:47,Phone Call to Office,Left Voicemail
MSG-0000201,CONS-0000076,RN-00019,Registered Nurse,DOC-0071,2025-04-18 02:18:57,2025-04-18 02:23:24,Vocera Badge Call,Read & Acknowledged
MSG-0000202,CONS-0000076,RN-00019,Registered Nurse,DOC-0071,2025-04-18 03:11:57,2025-04-18 03:23:51,Secure App Chat,Read & Acknowledged
MSG-0000203,CONS-0000076,RN-00019,Registered Nurse,DOC-0071,2025-04-18 03:30:57,2025-04-18 03:32:27,Vocera Badge Call,Read - No Response
MSG-0000204,CONS-0000076,RN-00019,Registered Nurse,DOC-0071,2025-04-18 04:29:57,,Legacy Pager,Unread
MSG-0000205,CONS-0000076,RN-00019,Registered Nurse,DOC-0071,2025-04-18 04:51:57,2025-04-18 05:17:21,Legacy Pager,Read & Acknowledged
MSG-0000206,CONS-0000077,RN-00258,Registered Nurse,DOC-0075,2025-04-21 12:32:06,2025-04-21 12:42:01,Phone Call to Office,Read & Acknowledged
MSG-0000207,CONS-0000077,RN-00258,Registered Nurse,DOC-0075,2025-04-21 13:08:06,,Phone Call to Office,Unread
MSG-0000208,CONS-0000077,RN-00258,Registered Nurse,DOC-0075,2025-04-21 13:57:06,2025-04-21 14:16:58,Phone Call to Office,Read & Acknowledged
MSG-0000209,CONS-0000077,RN-00258,Registered Nurse,DOC-0075,2025-04-21 14:26:06,2025-04-21 14:27:58,Secure App Chat,Read & Acknowledged
MSG-0000210,CONS-0000077,RN-00258,Registered Nurse,DOC-0075,2025-04-21 15:03:06,2025-04-21 15:11:49,Legacy Pager,Read & Acknowledged
MSG-0000211,CONS-0000077,RN-00258,Registered Nurse,DOC-0075,2025-04-21 15:46:06,2025-04-21 15:49:28,Secure App Chat,Answered Live
MSG-0000212,CONS-0000077,RN-00258,Registered Nurse,DOC-0075,2025-04-21 16:39:06,,Legacy Pager,Unread
MSG-0000213,CONS-0000077,RN-00258,Registered Nurse,DOC-0075,2025-04-21 17:39:06,2025-04-21 17:53:15,Secure App Chat,Read & Acknowledged
MSG-0000214,CONS-0000078,RN-00263,Registered Nurse,DOC-0089,2025-04-23 18:34:13,,Phone Call to Office,Unread
MSG-0000215,CONS-0000079,RN-00270,Registered Nurse,DOC-0083,2025-04-24 08:40:00,2025-04-24 08:55:36,Secure App Chat,Read & Acknowledged
MSG-0000216,CONS-0000079,RN-00270,Registered Nurse,DOC-0083,2025-04-24 09:03:00,2025-04-24 09:06:45,Vocera Badge Call,Read & Acknowledged
MSG-0000217,CONS-0000079,RN-00270,Registered Nurse,DOC-0083,2025-04-24 10:00:00,2025-04-24 10:04:57,Vocera Badge Call,Read & Acknowledged
MSG-0000218,CONS-0000079,RN-00270,Registered Nurse,DOC-0083,2025-04-24 10:24:00,2025-04-24 10:36:05,Secure App Chat,Answered Live
MSG-0000219,CONS-0000079,RN-00270,Registered Nurse,DOC-0083,2025-04-24 11:21:00,2025-04-24 11:29:00,Secure App Chat,Read - No Response
MSG-0000220,CONS-0000079,RN-00270,Registered Nurse,DOC-0083,2025-04-24 12:10:00,2025-04-24 12:48:54,Legacy Pager,Read & Acknowledged
MSG-0000221,CONS-0000079,RN-00270,Registered Nurse,DOC-0083,2025-04-24 13:01:00,2025-04-24 13:56:08,Phone Call to Office,Answered Live
MSG-0000222,CONS-0000079,RN-00270,Registered Nurse,DOC-0083,2025-04-24 13:48:00,2025-04-24 13:59:13,Secure App Chat,Read & Acknowledged
MSG-0000223,CONS-0000080,RN-00249,Registered Nurse,DOC-0061,2025-04-21 04:07:20,2025-04-21 04:41:11,Legacy Pager,Read & Acknowledged
MSG-0000224,CONS-0000080,RN-00249,Registered Nurse,DOC-0061,2025-04-21 04:24:20,2025-04-21 04:27:58,Vocera Badge Call,Answered Live
MSG-0000225,CONS-0000080,RN-00249,Registered Nurse,DOC-0061,2025-04-21 05:03:20,2025-04-21 05:25:44,Legacy Pager,Read & Acknowledged
MSG-0000226,CONS-0000080,RN-00249,Registered Nurse,DOC-0061,2025-04-21 05:45:20,2025-04-21 06:07:50,Legacy Pager,Answered Live
MSG-0000227,CONS-0000080,RN-00249,Registered Nurse,DOC-0061,2025-04-21 06:05:20,2025-04-21 06:19:56,Secure App Chat,Read & Acknowledged
MSG-0000228,CONS-0000080,RN-00249,Registered Nurse,DOC-0061,2025-04-21 06:26:20,,Legacy Pager,Unread
MSG-0000229,CONS-0000080,RN-00249,Registered Nurse,DOC-0061,2025-04-21 07:19:20,2025-04-21 07:26:52,Secure App Chat,Read & Acknowledged
MSG-0000230,CONS-0000081,RN-00250,Registered Nurse,DOC-0029,2025-04-25 03:38:43,2025-04-25 03:50:18,Legacy Pager,Read & Acknowledged
MSG-0000231,CONS-0000082,RN-00068,Registered Nurse,DOC-0069,2025-04-19 07:14:16,2025-04-19 07:44:40,Phone Call to Office,Left Voicemail
MSG-0000232,CONS-0000083,RN-00219,Registered Nurse,DOC-0044,2025-04-28 10:59:35,2025-04-28 11:11:05,Secure App Chat,Read & Acknowledged
MSG-0000233,CONS-0000083,RN-00219,Registered Nurse,DOC-0044,2025-04-28 11:23:35,2025-04-28 11:28:20,Vocera Badge Call,Read & Acknowledged
MSG-0000234,CONS-0000083,RN-00219,Registered Nurse,DOC-0044,2025-04-28 11:55:35,,Legacy Pager,Unread
MSG-0000235,CONS-0000083,RN-00219,Registered Nurse,DOC-0044,2025-04-28 12:34:35,2025-04-28 12:35:05,Secure App Chat,Read & Acknowledged
MSG-0000236,CONS-0000083,RN-00219,Registered Nurse,DOC-0044,2025-04-28 12:52:35,2025-04-28 13:07:08,Legacy Pager,Read - No Response
MSG-0000237,CONS-0000083,RN-00219,Registered Nurse,DOC-0044,2025-04-28 13:15:35,2025-04-28 13:52:31,Legacy Pager,Read & Acknowledged
MSG-0000238,CONS-0000083,RN-00219,Registered Nurse,DOC-0044,2025-04-28 14:06:35,2025-04-28 14:12:36,Legacy Pager,Answered Live
MSG-0000239,CONS-0000083,RN-00219,Registered Nurse,DOC-0044,2025-04-28 14:39:35,2025-04-28 14:46:55,Secure App Chat,Read & Acknowledged
MSG-0000240,CONS-0000084,RN-00237,Registered Nurse,DOC-0046,2025-04-26 08:30:10,2025-04-26 08:36:29,Legacy Pager,Read - No Response
MSG-0000241,CONS-0000084,RN-00237,Registered Nurse,DOC-0046,2025-04-26 08:51:10,2025-04-26 09:23:28,Phone Call to Office,Left Voicemail
MSG-0000242,CONS-0000084,RN-00237,Registered Nurse,DOC-0046,2025-04-26 09:39:10,2025-04-26 09:55:23,Legacy Pager,Read & Acknowledged
MSG-0000243,CONS-0000085,RN-00245,Registered Nurse,DOC-0046,2025-04-30 15:01:47,2025-04-30 15:36:11,Legacy Pager,Read & Acknowledged
MSG-0000244,CONS-0000085,RN-00245,Registered Nurse,DOC-0046,2025-04-30 15:48:47,2025-04-30 16:29:29,Legacy Pager,Read & Acknowledged
MSG-0000245,CONS-0000085,RN-00245,Registered Nurse,DOC-0046,2025-04-30 16:18:47,2025-04-30 17:25:43,Legacy Pager,Read - No Response
MSG-0000246,CONS-0000085,RN-00245,Registered Nurse,DOC-0046,2025-04-30 17:18:47,2025-04-30 17:25:50,Secure App Chat,Read & Acknowledged
MSG-0000247,CONS-0000085,RN-00245,Registered Nurse,DOC-0046,2025-04-30 17:56:47,2025-04-30 18:34:00,Phone Call to Office,Answered Live
MSG-0000248,CONS-0000085,RN-00245,Registered Nurse,DOC-0046,2025-04-30 18:33:47,2025-04-30 19:39:23,Phone Call to Office,Answered Live
MSG-0000249,CONS-0000085,RN-00245,Registered Nurse,DOC-0046,2025-04-30 19:05:47,2025-04-30 19:47:40,Legacy Pager,Read & Acknowledged
MSG-0000250,CONS-0000085,RN-00245,Registered Nurse,DOC-0046,2025-04-30 19:33:47,2025-04-30 19:44:30,Secure App Chat,Read & Acknowledged
MSG-0000251,CONS-0000086,RN-00284,Registered Nurse,DOC-0028,2025-04-25 12:08:06,,Vocera Badge Call,Unread
MSG-0000252,CONS-0000086,RN-00284,Registered Nurse,DOC-0028,2025-04-25 12:29:06,2025-04-25 12:32:18,Secure App Chat,Read & Acknowledged
MSG-0000253,CONS-0000086,RN-00284,Registered Nurse,DOC-0028,2025-04-25 13:19:06,2025-04-25 13:35:01,Legacy Pager,Read & Acknowledged
MSG-0000254,CONS-0000086,RN-00284,Registered Nurse,DOC-0028,2025-04-25 14:07:06,2025-04-25 14:42:29,Legacy Pager,Read - No Response
MSG-0000255,CONS-0000086,RN-00284,Registered Nurse,DOC-0028,2025-04-25 14:42:06,2025-04-25 14:50:01,Legacy Pager,Read - No Response
MSG-0000256,CONS-0000087,RN-00137,Registered Nurse,DOC-0010,2025-04-27 23:37:06,2025-04-27 23:57:50,Legacy Pager,Answered Live
MSG-0000257,CONS-0000087,RN-00137,Registered Nurse,DOC-0010,2025-04-28 00:09:06,2025-04-28 00:12:13,Vocera Badge Call,Read & Acknowledged
MSG-0000258,CONS-0000088,RN-00076,Registered Nurse,DOC-0063,2025-04-27 23:19:08,2025-04-27 23:31:04,Secure App Chat,Read & Acknowledged
MSG-0000259,CONS-0000088,RN-00076,Registered Nurse,DOC-0063,2025-04-27 23:39:08,2025-04-27 23:45:04,Secure App Chat,Read & Acknowledged
MSG-0000260,CONS-0000089,RN-00077,Registered Nurse,DOC-0040,2025-01-12 13:47:13,2025-01-12 13:54:05,Vocera Badge Call,Answered Live
MSG-0000261,CONS-0000089,RN-00077,Registered Nurse,DOC-0040,2025-01-12 14:29:13,2025-01-12 14:30:07,Vocera Badge Call,Answered Live
MSG-0000262,CONS-0000089,RN-00077,Registered Nurse,DOC-0040,2025-01-12 14:57:13,2025-01-12 15:05:54,Secure App Chat,Read - No Response
MSG-0000263,CONS-0000089,RN-00077,Registered Nurse,DOC-0040,2025-01-12 15:46:13,2025-01-12 16:04:24,Legacy Pager,Read - No Response
MSG-0000264,CONS-0000090,RN-00189,Unit Clerk,DOC-0006,2025-01-10 16:59:35,2025-01-10 17:10:29,Secure App Chat,Read & Acknowledged
MSG-0000265,CONS-0000091,RN-00085,Registered Nurse,DOC-0036,2025-01-11 10:42:58,2025-01-11 11:56:37,Phone Call to Office,Read & Acknowledged
MSG-0000266,CONS-0000092,RN-00279,Unit Clerk,DOC-0039,2025-01-11 17:17:53,2025-01-11 17:24:32,Secure App Chat,Read & Acknowledged
MSG-0000267,CONS-0000092,RN-00279,Unit Clerk,DOC-0039,2025-01-11 17:58:53,2025-01-11 18:00:38,Vocera Badge Call,Answered Live
MSG-0000268,CONS-0000093,RN-00107,Registered Nurse,DOC-0086,2025-01-10 18:28:25,2025-01-10 18:28:55,Legacy Pager,Read & Acknowledged
MSG-0000269,CONS-0000093,RN-00107,Registered Nurse,DOC-0086,2025-01-10 18:51:25,2025-01-10 18:52:31,Legacy Pager,Answered Live
MSG-0000270,CONS-0000093,RN-00107,Registered Nurse,DOC-0086,2025-01-10 19:33:25,2025-01-10 19:54:15,Legacy Pager,Read - No Response
MSG-0000271,CONS-0000093,RN-00107,Registered Nurse,DOC-0086,2025-01-10 20:19:25,2025-01-10 20:27:01,Vocera Badge Call,Read & Acknowledged
MSG-0000272,CONS-0000093,RN-00107,Registered Nurse,DOC-0086,2025-01-10 20:37:25,2025-01-10 20:40:45,Secure App Chat,Read & Acknowledged
MSG-0000273,CONS-0000093,RN-00107,Registered Nurse,DOC-0086,2025-01-10 21:15:25,2025-01-10 21:21:32,Secure App Chat,Read & Acknowledged
MSG-0000274,CONS-0000093,RN-00107,Registered Nurse,DOC-0086,2025-01-10 21:44:25,2025-01-10 21:59:08,Secure App Chat,Read & Acknowledged
MSG-0000275,CONS-0000093,RN-00107,Registered Nurse,DOC-0086,2025-01-10 22:07:25,2025-01-10 22:18:56,Secure App Chat,Read - No Response
MSG-0000276,CONS-0000094,RN-00073,Registered Nurse,DOC-0048,2024-05-29 13:05:42,2024-05-29 13:14:59,Secure App Chat,Answered Live
MSG-0000277,CONS-0000094,RN-00073,Registered Nurse,DOC-0048,2024-05-29 13:56:42,,Secure App Chat,Unread
MSG-0000278,CONS-0000094,RN-00073,Registered Nurse,DOC-0048,2024-05-29 14:36:42,2024-05-29 15:13:34,Legacy Pager,Read & Acknowledged
MSG-0000279,CONS-0000094,RN-00073,Registered Nurse,DOC-0048,2024-05-29 14:51:42,2024-05-29 14:54:32,Vocera Badge Call,Answered Live
MSG-0000280,CONS-0000094,RN-00073,Registered Nurse,DOC-0048,2024-05-29 15:50:42,2024-05-29 16:01:26,Secure App Chat,Read - No Response
MSG-0000281,CONS-0000094,RN-00073,Registered Nurse,DOC-0048,2024-05-29 16:19:42,2024-05-29 16:20:12,Legacy Pager,Read - No Response
MSG-0000282,CONS-0000095,RN-00253,Registered Nurse,DOC-0041,2024-05-30 08:03:38,2024-05-30 08:06:49,Secure App Chat,Read & Acknowledged
MSG-0000283,CONS-0000096,RN-00135,Registered Nurse,DOC-0094,2024-05-31 10:11:55,2024-05-31 10:19:56,Secure App Chat,Read - No Response
MSG-0000284,CONS-0000096,RN-00135,Registered Nurse,DOC-0094,2024-05-31 10:42:55,,Legacy Pager,Unread
MSG-0000285,CONS-0000097,RN-00297,Registered Nurse,DOC-0036,2024-05-30 03:58:01,2024-05-30 04:17:51,Legacy Pager,Read & Acknowledged
MSG-0000286,CONS-0000097,RN-00297,Registered Nurse,DOC-0036,2024-05-30 04:23:01,2024-05-30 04:38:28,Legacy Pager,Read & Acknowledged
MSG-0000287,CONS-0000097,RN-00297,Registered Nurse,DOC-0036,2024-05-30 04:59:01,2024-05-30 05:01:27,Vocera Badge Call,Answered Live
MSG-0000288,CONS-0000097,RN-00297,Registered Nurse,DOC-0036,2024-05-30 05:47:01,2024-05-30 06:01:53,Secure App Chat,Read & Acknowledged
MSG-0000289,CONS-0000097,RN-00297,Registered Nurse,DOC-0036,2024-05-30 06:19:01,2024-05-30 06:45:55,Legacy Pager,Read - No Response
MSG-0000290,CONS-0000098,RN-00198,Registered Nurse,DOC-0055,2024-05-29 18:38:08,2024-05-29 19:06:07,Legacy Pager,Read - No Response
MSG-0000291,CONS-0000099,RN-00104,Unit Clerk,DOC-0021,2024-05-30 21:57:13,2024-05-30 23:01:08,Phone Call to Office,Answered Live
MSG-0000292,CONS-0000100,RN-00219,Registered Nurse,DOC-0035,2024-05-31 10:56:49,2024-05-31 11:43:20,Legacy Pager,Read & Acknowledged
MSG-0000293,CONS-0000100,RN-00219,Registered Nurse,DOC-0035,2024-05-31 11:44:49,2024-05-31 12:00:24,Secure App Chat,Read & Acknowledged
MSG-0000294,CONS-0000100,RN-00219,Registered Nurse,DOC-0035,2024-05-31 12:35:49,2024-05-31 12:36:19,Vocera Badge Call,Read & Acknowledged
MSG-0000295,CONS-0000100,RN-00219,Registered Nurse,DOC-0035,2024-05-31 13:30:49,2024-05-31 13:33:52,Vocera Badge Call,Read & Acknowledged
MSG-0000296,CONS-0000100,RN-00219,Registered Nurse,DOC-0035,2024-05-31 13:47:49,2024-05-31 13:53:04,Secure App Chat,Answered Live
MSG-0000297,CONS-0000101,RN-00271,Unit Clerk,DOC-0032,2024-01-18 23:34:21,2024-01-18 23:41:02,Secure App Chat,Read & Acknowledged
MSG-0000298,CONS-0000102,RN-00272,Registered Nurse,DOC-0026,2024-01-21 03:54:43,2024-01-21 04:07:13,Secure App Chat,Read & Acknowledged
MSG-0000299,CONS-0000103,RN-00138,Registered Nurse,DOC-0034,2024-01-20 23:44:07,2024-01-21 00:00:45,Phone Call to Office,Answered Live
MSG-0000300,CONS-0000104,RN-00240,Registered Nurse,DOC-0002,2024-01-19 22:54:19,2024-01-19 23:38:21,Legacy Pager,Read & Acknowledged
MSG-0000301,CONS-0000104,RN-00240,Registered Nurse,DOC-0002,2024-01-19 23:36:19,2024-01-20 00:01:46,Legacy Pager,Read & Acknowledged
MSG-0000302,CONS-0000105,RN-00110,Registered Nurse,DOC-0056,2024-01-18 20:33:05,2024-01-18 20:42:10,Secure App Chat,Read & Acknowledged
MSG-0000303,CONS-0000105,RN-00110,Registered Nurse,DOC-0056,2024-01-18 20:52:05,,Secure App Chat,Unread
MSG-0000304,CONS-0000105,RN-00110,Registered Nurse,DOC-0056,2024-01-18 21:28:05,2024-01-18 22:03:40,Legacy Pager,Read & Acknowledged
MSG-0000305,CONS-0000106,RN-00119,Unit Clerk,DOC-0005,2024-06-23 16:27:00,2024-06-23 16:33:00,Vocera Badge Call,Answered Live
MSG-0000306,CONS-0000107,RN-00079,Registered Nurse,DOC-0057,2025-06-15 13:33:54,2025-06-15 13:37:24,Secure App Chat,Read - No Response
MSG-0000307,CONS-0000107,RN-00079,Registered Nurse,DOC-0057,2025-06-15 13:50:54,2025-06-15 14:07:48,Secure App Chat,Read - No Response
MSG-0000308,CONS-0000108,RN-00148,Unit Clerk,DOC-0088,2025-06-14 23:54:47,2025-06-14 23:58:35,Secure App Chat,Answered Live
MSG-0000309,CONS-0000109,RN-00030,Registered Nurse,DOC-0099,2025-06-12 11:16:46,2025-06-12 12:08:39,Legacy Pager,Read & Acknowledged
MSG-0000310,CONS-0000109,RN-00030,Registered Nurse,DOC-0099,2025-06-12 11:44:46,2025-06-12 11:51:57,Legacy Pager,Read - No Response
MSG-0000311,CONS-0000109,RN-00030,Registered Nurse,DOC-0099,2025-06-12 12:10:46,,Legacy Pager,Unread
MSG-0000312,CONS-0000109,RN-00030,Registered Nurse,DOC-0099,2025-06-12 12:45:46,2025-06-12 12:59:27,Secure App Chat,Read & Acknowledged
MSG-0000313,CONS-0000109,RN-00030,Registered Nurse,DOC-0099,2025-06-12 13:08:46,2025-06-12 13:35:16,Legacy Pager,Read & Acknowledged
MSG-0000314,CONS-0000109,RN-00030,Registered Nurse,DOC-0099,2025-06-12 13:55:46,2025-06-12 13:56:16,Secure App Chat,Read - No Response
MSG-0000315,CONS-0000110,RN-00291,Registered Nurse,DOC-0056,2024-09-04 11:40:12,2024-09-04 12:34:01,Legacy Pager,Answered Live
MSG-0000316,CONS-0000110,RN-00291,Registered Nurse,DOC-0056,2024-09-04 12:25:12,2024-09-04 12:32:49,Secure App Chat,Read - No Response
MSG-0000317,CONS-0000110,RN-00291,Registered Nurse,DOC-0056,2024-09-04 12:59:12,2024-09-04 13:05:18,Secure App Chat,Read - No Response
MSG-0000318,CONS-0000110,RN-00291,Registered Nurse,DOC-0056,2024-09-04 13:59:12,2024-09-04 14:13:36,Secure App Chat,Read & Acknowledged
MSG-0000319,CONS-0000110,RN-00291,Registered Nurse,DOC-0056,2024-09-04 14:47:12,2024-09-04 15:08:22,Phone Call to Office,Answered Live
MSG-0000320,CONS-0000111,RN-00139,Registered Nurse,DOC-0037,2024-09-04 12:14:35,2024-09-04 12:15:05,Vocera Badge Call,Answered Live
MSG-0000321,CONS-0000112,RN-00207,Registered Nurse,DOC-0055,2024-09-05 05:08:54,2024-09-05 05:23:24,Secure App Chat,Read - No Response
MSG-0000322,CONS-0000113,RN-00006,Registered Nurse,DOC-0060,2024-09-03 23:29:24,2024-09-03 23:34:21,Secure App Chat,Read & Acknowledged
MSG-0000323,CONS-0000113,RN-00006,Registered Nurse,DOC-0060,2024-09-04 00:22:24,2024-09-04 00:24:35,Secure App Chat,Answered Live
MSG-0000324,CONS-0000113,RN-00006,Registered Nurse,DOC-0060,2024-09-04 00:59:24,2024-09-04 01:03:37,Vocera Badge Call,Answered Live
MSG-0000325,CONS-0000113,RN-00006,Registered Nurse,DOC-0060,2024-09-04 01:14:24,2024-09-04 01:22:46,Legacy Pager,Read - No Response
MSG-0000326,CONS-0000113,RN-00006,Registered Nurse,DOC-0060,2024-09-04 01:38:24,2024-09-04 02:10:23,Legacy Pager,Read - No Response
MSG-0000327,CONS-0000113,RN-00006,Registered Nurse,DOC-0060,2024-09-04 02:22:24,2024-09-04 02:32:13,Secure App Chat,Read & Acknowledged
MSG-0000328,CONS-0000113,RN-00006,Registered Nurse,DOC-0060,2024-09-04 03:15:24,2024-09-04 03:44:11,Legacy Pager,Read & Acknowledged
MSG-0000329,CONS-0000113,RN-00006,Registered Nurse,DOC-0060,2024-09-04 04:02:24,,Secure App Chat,Unread
MSG-0000330,CONS-0000114,RN-00271,Registered Nurse,DOC-0063,2024-09-03 12:06:55,2024-09-03 12:07:25,Legacy Pager,Read & Acknowledged
MSG-0000331,CONS-0000114,RN-00271,Registered Nurse,DOC-0063,2024-09-03 13:02:55,2024-09-03 13:08:45,Vocera Badge Call,Answered Live
MSG-0000332,CONS-0000114,RN-00271,Registered Nurse,DOC-0063,2024-09-03 13:38:55,,Phone Call to Office,Unread
MSG-0000333,CONS-0000115,RN-00057,Unit Clerk,DOC-0082,2024-09-03 21:27:58,2024-09-03 22:24:59,Phone Call to Office,Answered Live
MSG-0000334,CONS-0000115,RN-00057,Unit Clerk,DOC-0082,2024-09-03 21:56:58,2024-09-03 22:04:06,Secure App Chat,Read & Acknowledged
MSG-0000335,CONS-0000115,RN-00057,Unit Clerk,DOC-0082,2024-09-03 22:18:58,2024-09-03 22:35:36,Secure App Chat,Read & Acknowledged
MSG-0000336,CONS-0000115,RN-00057,Unit Clerk,DOC-0082,2024-09-03 23:00:58,2024-09-03 23:02:02,Secure App Chat,Read - No Response
MSG-0000337,CONS-0000116,RN-00215,Registered Nurse,DOC-0069,2025-04-22 13:25:24,2025-04-22 13:25:54,Secure App Chat,Answered Live
MSG-0000338,CONS-0000116,RN-00215,Registered Nurse,DOC-0069,2025-04-22 13:53:24,2025-04-22 13:53:54,Secure App Chat,Read - No Response
MSG-0000339,CONS-0000117,RN-00138,Registered Nurse,DOC-0095,2025-04-19 16:46:54,2025-04-19 16:51:39,Vocera Badge Call,Answered Live
MSG-0000340,CONS-0000117,RN-00138,Registered Nurse,DOC-0095,2025-04-19 17:13:54,2025-04-19 18:06:43,Phone Call to Office,Read & Acknowledged
MSG-0000341,CONS-0000117,RN-00138,Registered Nurse,DOC-0095,2025-04-19 17:48:54,2025-04-19 17:53:12,Secure App Chat,Read - No Response
MSG-0000342,CONS-0000118,RN-00011,Registered Nurse,DOC-0076,2025-04-20 11:06:59,2025-04-20 11:07:29,Secure App Chat,Read - No Response
MSG-0000343,CONS-0000118,RN-00011,Registered Nurse,DOC-0076,2025-04-20 11:21:59,2025-04-20 11:35:35,Secure App Chat,Read & Acknowledged
MSG-0000344,CONS-0000118,RN-00011,Registered Nurse,DOC-0076,2025-04-20 11:48:59,2025-04-20 12:20:17,Legacy Pager,Read & Acknowledged
MSG-0000345,CONS-0000118,RN-00011,Registered Nurse,DOC-0076,2025-04-20 12:19:59,2025-04-20 12:32:00,Secure App Chat,Read & Acknowledged
MSG-0000346,CONS-0000119,RN-00199,Registered Nurse,DOC-0078,2025-04-19 04:40:14,2025-04-19 04:48:19,Secure App Chat,Read - No Response
MSG-0000347,CONS-0000119,RN-00199,Registered Nurse,DOC-0078,2025-04-19 05:09:14,2025-04-19 05:35:58,Legacy Pager,Answered Live
MSG-0000348,CONS-0000120,RN-00205,Unit Clerk,DOC-0014,2025-04-19 22:13:33,2025-04-19 22:14:11,Vocera Badge Call,Read & Acknowledged
MSG-0000349,CONS-0000120,RN-00205,Unit Clerk,DOC-0014,2025-04-19 23:02:33,2025-04-19 23:13:48,Secure App Chat,Answered Live
MSG-0000350,CONS-0000120,RN-00205,Unit Clerk,DOC-0014,2025-04-19 23:46:33,2025-04-19 23:47:03,Vocera Badge Call,Answered Live
MSG-0000351,CONS-0000121,RN-00036,Registered Nurse,DOC-0003,2024-09-19 08:15:54,2024-09-19 08:39:57,Legacy Pager,Read & Acknowledged
MSG-0000352,CONS-0000121,RN-00036,Registered Nurse,DOC-0003,2024-09-19 09:04:54,2024-09-19 09:28:34,Legacy Pager,Read - No Response
MSG-0000353,CONS-0000122,RN-00250,Registered Nurse,DOC-0098,2024-09-19 12:41:17,2024-09-19 12:47:31,Secure App Chat,Read & Acknowledged
MSG-0000354,CONS-0000122,RN-00250,Registered Nurse,DOC-0098,2024-09-19 13:22:17,2024-09-19 13:28:02,Secure App Chat,Read - No Response
MSG-0000355,CONS-0000123,RN-00045,Registered Nurse,DOC-0067,2024-09-20 03:24:35,2024-09-20 03:46:14,Legacy Pager,Answered Live
MSG-0000356,CONS-0000123,RN-00045,Registered Nurse,DOC-0067,2024-09-20 03:51:35,2024-09-20 04:35:44,Legacy Pager,Read & Acknowledged
